reviews,value,comfort,location,cleanliness,service
"房間較小，環境乾淨，價格親民，不習慣雙人床稍小	",1,1,0,1,0
"老闆體貼又親切∼又有美味早餐吃∼超推薦！！	",0,0,0,0,1
"平價老闆娘親切 但床單似乎不乾淨身體會癢	",1,0,0,1,1
"專業型開飲機，有小陽台曬一下衣服隔天就會乾，老闆很親切，很優的民宿，推~	",0,1,0,0,1
房間舒適 床很好睡 不在鬧區 所以摩托車噪音少 一覺好眠??,0,1,1,0,0
"這家窩旅，有提供一個交誼廳的空間，能消除沉默，彼此打開心分享旅遊經驗與美食分享。	",0,1,0,0,0
"而且廚房有提供餅乾飲料可以買 其實也可以不用去到全家買！	",0,1,0,0,1
"而且離車站、客運站都很近，有機會會想回住！	",0,0,1,0,0
"離車站好近、房間很大，隨時訂放都有人接洽，雖然不是主題民宿，推薦洽公，背包客住宿	",0,1,1,0,1
"4人房空間超大，床埔也大，整體乾淨舒適，超讚	",0,1,0,1,0
"價格公道的背包客民宿 老闆也蠻客氣的 旁邊還有機車等代步工具可租乘	",1,1,0,0,1
"烤肉區，沙坑，還有山景一切都很棒，老闆及老闆娘人超親切!5星級！	",0,1,1,0,1
"老闆親切，晚餐早餐豐盛，房間有冷暖器，床很舒適。贊	",0,1,0,0,1
"老闆親切 住宿環境乾淨 又可以俯瞰三義地區 很適合小旅行的住宿地點	",0,0,1,1,1
"簡單舒適!附高速電腦呢!! 還可以租車子，又靠近東林鬧區，方便又舒適	",0,1,1,0,0
"民宿不豪華但配備齊全，大廳寬敞明亮設有理髮部門，門口備有單車可免費租乘。	",0,1,0,0,0
"住貨櫃改成房屋，一個人尚可，如二位吊衣服沒衣架，沒熱開水可用。	",0,1,0,0,0
很像日本膠囊旅館?? 距離捷運站非常近！,0,0,1,0,0
"房間乾淨整潔 全家出遊住宿包棟很方便 就是車位要稍微找一下	",0,1,0,1,0
"不錯的地方，裝潢也很美	",0,1,0,0,0
"去墾丁旅遊時。若人數夠多，建議可至此處包棟。	",0,0,0,0,0
"蚊子??很多,蛋是店家很貼心的準備電蚊拍讓旅客能夠做做運動！",0,1,0,0,1
"環境乾淨，有宵夜和早餐提供，但是房間隔音不好，整晚都會聽到隔壁音樂動滋動滋的聲音	",0,1,0,1,1
"建議，女湯個人淋浴上方可加置毛巾置物的架子，卡片跟擦乾用的浴巾就不怕濕了。	",0,1,0,0,0
"地理位置非常好 交通方便 環境乾淨 浴室水柱強有按摩效果 服務人員服務很好	",0,1,1,1,1
"好，早餐有粥，小菜，咖啡，飲料，土司和多種醬。	",0,0,0,0,1
"晚班小姐服務態度惡劣，且價格說的也不依，房間內很髒都是灰塵	",0,0,0,1,1
"靠火車站的一面聲音較大，但也可觀察火車車站生態。	",0,1,1,0,0
"設施都還不錯，泡麵、點心 咖啡 茶包都有 吹風機一般般 床很軟	",0,1,0,0,1
"位於北海岸風景區，暑假帶孩子出遊，是很棒的住宿地點！	",0,0,1,0,0
"夜班櫃檯專業解說，也很用心有耐心跟我們介紹，環境大又乾淨?	",0,1,0,1,1
"地點離花蓮市中心有段距離不過很乾淨 設計感十足 老板人很好可以跟他訂溯溪~	",0,1,1,1,1
跨年連假臨時找到的民宿，整體很乾淨、很新，寵物友善，水溫很穩定，CP值超高??,1,1,0,1,0
"大樓裡的套房，比預期落差了一點，室內牆壁塗鴉海邊風格還不錯，陽台高層樓視野很美。	",0,1,1,0,0
"而且豪華四人房才一千初 有洗衣機、大冰箱、浴缸（雖然我不會泡） 太物美價廉了！	",1,1,0,0,0
"環境舒適，房間感覺溫暖，像自己家一樣，下次還會再來	",0,1,0,0,0
"距離羅東夜市很近，但可停車的地方很遠，房間不大但舒適，早餐是吃外面咖啡廳	",0,1,1,0,1
"住的非常舒適，地點也很棒，門口隔音弱一些，是其他房客的問題...	",0,1,1,0,0
"不過附近幾乎都是紅線停機車都擔心被拖吊是給四顆星的原因(��?��)	",0,1,0,0,0
"房間雖然沒有華麗的裝潢及設施，但還是有暖暖的人情味，整體的住宿品質是不錯的。	",0,1,0,0,1
"洗澡洗到一半沒熱水 房間隔音很差 浴室沒有盥洗備品 房間沒有礦泉水 CP值糟透了	",1,1,0,0,1
"老闆娘非常熱情，早餐非常好吃，來北竿首推飯店	",0,0,0,0,1
"老闆親切友善，房間舒適漂亮，又有屬於自己的特色，二樓還有提供小茶點	",0,1,0,0,1
"早餐很普通，床感覺已經有點塌陷了，建議要換新床墊	",0,1,0,0,1
"老闆親切有禮，民宿內部裝潢很新很乾淨 ，免費的點心也很好吃，謝謝老闆的招待。	",1,1,0,1,1
"早餐有麥當當可選擇，房間乾淨寬敞(床是家大版)，是輕旅行好選擇。	",0,1,0,1,1
"只有一個浴缸，全推給新進人員說是新人不清楚搞錯房型，態度也不好	",0,1,0,0,1
房間有很多螞蟻 洗澡水忽冷忽熱的 服務很好?? 但是設備就不行了,0,1,0,1,1
"全新的設備，全新的環境，尤其有一大片綠草地，外加親切的名宿女主人，舒服又放鬆	",0,1,0,0,1
房間狀況佳，還可以露營，風景好，離老街也不遠??  ,0,1,1,0,0
"非常有特色及質感的旅店，房間大，餐點優，戶外樹林很美很幽靜	",0,1,1,0,1
"很棒的民宿，有家的感覺。服務不輸飯店，有文青風。	",0,1,0,0,1
"環境舒適放鬆，房間乾淨，早餐養生，房間隔音效果不佳！	",0,1,0,1,1
"親子房間很多玩具給小孩玩 有戶外電動車及玩沙池	",0,1,0,0,0
"服務：老闆娘非常地好客，也喜歡小朋友和動物，是少數真誠歡迎毛小孩的旅店。	",0,0,0,0,1
"有自己的停車場，空間大，沙坑，小泳池，電動車，孩子玩得開心，價錢實在，老闆熱情	",1,1,0,0,1
"單人床很大很舒服，基本上整個房間狀況和官網上的照片沒有太大的差別。	",0,1,0,0,0
"房內提供的備品(水、垃圾袋及消毒用品等)，用完都可再通知飯店隨時補充。	",0,0,0,0,1
"能吃到牛肉麵、鍋貼、滷肉飯等平價美食，在餐食上真的非常滿足。	",0,0,0,0,1
"房型及設施較舊，但離海邊近，可以抓寄居蟹,螃蟹和小魚，主人待人親切	",0,1,1,0,1
"離海洋生物館近，民宿主人和善，牙刷品質好，四人房適合家庭住。貓咪很多。	",0,1,1,0,1
"房間乾淨，床非常舒適 老闆跟老闆娘的愛心早餐好吃喔！	",0,1,0,1,1
整體住宿很大cp值不錯，早餐就簡約的蛋餅吐司，老闆服務熱心親切??,1,1,0,0,1
"享受走路1分鐘到海灘的感覺 有著優閒氣氛的地方 老闆也是給人很隨興的感覺	",0,1,1,0,1
"店主親切大方 房間乾淨明亮，衝浪者歇腳休息的好所在!!	",0,1,0,1,1
"老闆熱心親切，溫馨熱情衝浪屋，看海放鬆舒適好地方。	",0,0,1,0,1
"一樓餐廳服務員很健談幽默，甜點好吃，住宿品質好，從陽台望出去，景色很美	",0,1,1,0,1
"風景?位置?整體規劃一流，建築及房間設施雖有歲月痕跡，但絲毫不減損住宿的舒適性	",0,1,1,0,0
"飯店平面式停車位停車免費，每間客房都有落地窗，不論湖景或街景景觀都不錯喔!	",1,1,1,0,0
"房間動線規劃有待改善，適合夜宿泡浴缸溫泉，晚上缺少景點可以逛。	",0,1,1,0,0
"老闆很熱情，房間很大，看出去的景色也很好，唯獨隔音不太好而已，其他都很棒。	",0,1,1,0,1
"地點便利，剛好在嶺頂公園對面，停車公車都方便	",0,1,1,0,0
"?美五星級飯店，裝潢設備一流，早餐豐盛好吃，一切完美無瑕，讚!	",0,1,0,0,1
"五星等級民宿，床很舒服電視也很大，廁所超乾淨，還提供幫你租機車帶你去選車服務	",0,1,0,1,0
"環境很好，氣氛也超優 老闆還一起同樂?? 很推薦的旅店！'	",0,1,0,0,1
"早餐好吃老闆親切，老闆娘漂亮∼毛小孩的天堂，大人渡假聖地！有寵物的推推	",0,1,0,0,1
"給家裡的毛小孩舒適的環境自由自在 也能讓父母親放鬆的好地方	",0,1,0,0,0
"老闆人很健談，咖啡泡麵無限量供應。	",1,0,0,0,1
"老闆人很好 房間很不錯 cp值高 離高跟鞋教堂不遠 推!!!	",1,1,1,0,1
"老闆親切，環境乾淨，停車容易，距離彩繪牆最近、距離高跟鞋也很近走幾分鐘路就到了!	",0,1,1,1,1
"空間寬敞 環境舒適 老闆娘熱心 價格再便宜一點就五顆星了	",1,1,0,0,1
"浴室打掃的實在是乾淨明亮，民宿主人很親切，早餐用心，謝謝,?得推薦...	",0,0,0,1,1
"讓雞肉又升級了 活動的氣氛 讓老少都有事可忙 還可以釣魚??	",0,1,0,0,1
"山明水秀，可重回純真年代的感覺!	",0,0,1,0,0
"老闆很親切，冰箱飲料跟濾掛咖啡都可以任吃，房間很大，狗狗也很可愛∼下次還會想再來	",0,1,0,0,1
老闆人超親切，跟回到自己家一樣，雖然地方有點偏遠不過住宿環境很好沒有什麼蟻蟲,0,0,1,1,1
"5.一樓咖啡廳不需住宿，就可以享受厚片吐司、咖啡、飲品、蛋糕、下午茶套餐等。	",0,0,0,0,1
"精緻，水果品質好，素肉燥煮麵或澆飯都好吃，高樓層風景很美，有機會會想再入住。	",0,0,1,0,1
"天母地區超棒便宜飯店 中餐晚餐辦桌也超級新鮮好吃 乾淨明亮設施齊全的好旅館	",1,1,0,1,1
"海景山海房是一個很好觀賞九份景色的房間，房價中上，但附贈的早餐非常優秀∼	",1,0,1,0,1
"海景房的景很美，老闆會幫忙找停車位，缺點在老街最上方還要ㄧ直往上爬很累。	",0,0,1,0,1
"觀景很棒的民宿，坐在窗前就有美景了。	",0,0,1,0,0
但餐飲不好吃?? 晚餐和早餐的自助餐都是用蠻廉價的食材，還不如吃隔壁全家便利商店,0,0,0,0,1
"房間煙味重，隔音不太好，櫃檯態度不太友善	",0,1,0,1,1
"一星是給唯一及格的浴室，至少有乾淨的地板和穩定的熱水，但馬桶管線會漏水。	",0,1,0,1,0
"在永和竹林路上、鬧中取靜、方便好鄰居	",0,1,1,0,0
"老闆娘有介紹螢火蟲季節，我們很期待這次的生態之旅。	",0,0,0,0,1
"因為在靠近自然環境的地方，有些小動物的活動痕跡無可厚非。	",0,0,1,1,0
"環境佳 房間乾淨 主人用心 博學多聞	",0,1,0,1,1
老闆非常親切詳細的介紹附近景點及活動，住宿設施完善良好，價格公道,1,1,0,0,1
"空間很大，有冰箱飲料零食等貼心的設施，交通便利，停車方便，主人親切	",0,1,1,0,1
"房間及衛浴都很乾淨，四捨五入小姐很有趣，櫃檯人員十分親切，花蓮入住很棒的選擇！	",0,0,0,1,1
"離車站、公車站只需走路5分鐘就可以到， 附近早餐店、餐廳、7-11、全聯，都有。	",0,0,1,0,0
"很棒的地方，離夜市很近，房間很溫馨，老闆很客氣，有時會親切閒聊。推推推！	",0,1,1,0,1
"有停車場，室內乾淨，床舒服，老闆人很好，但車開進來的巷口比較小要小心行駛	",0,1,0,1,1
"在一樓客廳，唯一的缺點是在巷弄內有點難找，但有停車的空間	",0,1,1,0,0
"距離高雄車站捷運大?交通系統10分鐘路程，住宿方便，房價實惠的旅店。	",1,0,1,0,0
"環境舒適房間整齊乾淨 有附點心早餐很棒 唯獨隔音效果沒有太好 但整體cp值很高	",1,1,0,1,1
"下午茶與夜點，有鹹甜包子、饅頭、茶葉蛋、白飯與肉燥，還有各式冷熱飲品可供選擇。	",0,0,0,0,1
"種來遊玩的學生十分照顧 很幸運能夠與老闆娘結緣 真的是一間很棒的民宿 大推！！	",0,0,0,0,1
"老闆人很好但是房間隔音非常差，有很重的霉味，還會漏水.....	",0,1,0,1,1
"冷气太吵∼沒早餐∼聽一整晚的車聲∼隔音差	",0,1,0,0,1
"豪華房間大設備佳 泳池 高爾夫 三溫暖 運動中心 空中花園 但早餐咖啡苦焦難喝	",0,1,0,0,1
"＊環境9＊交通8＊服務9＊衛生設施9 建議一：4/17今早的味噌湯口感酸酸的。	",0,1,1,1,1
"面湖房 景觀優美，房間乾淨舒適 住宿送隔壁國賓戲院電影票 晚上不用怕沒處去。	",1,1,1,1,0
"房間舒適乾淨，蔬食早餐菜色佳，服務好，地點方便又有停車場，很棒的住宿體驗	",1,1,1,1,1
"裝潢精緻，服務態度不錯。離漢神巨蛋百貨公司及瑞豐夜市很近。推薦景觀房	",0,1,1,0,1
"隔音差，洗版文太多，一樓餐廳拉個桌椅聲音，竟然震撼半棟飯店！	",0,1,0,0,0
"沙發六人房很寬敞，闆娘人很客氣。可惜房間沒冰箱能冰東西	",0,1,0,0,1
"隔音爛！衛浴設備不足樓中樓房間有點小電視畫質不好！被子會掉毛	",0,1,0,0,0
"風景好，服務好，品質優 很推薦的一家民宿 值得選擇的一家	",0,0,1,0,1
"點心吧真的很棒，只是夜晚隔壁KTV的聲音真的聽的很清楚	",0,1,0,0,1
"飯店樓上樓下是酒店，晚上全是重低音喇叭聲音根本沒辦法睡	",0,1,0,0,0
"舒適的房間，極簡風格，free bar真是晚上肚子餓的救星，服務人員素質也高	",0,1,0,0,1
環境簡潔，老闆很親切，設施介紹很詳細，還有幫忙準備早餐。,0,0,0,1,1
"管家很貼心,房間的景很美,早餐很用心,非常有歐洲鄉村風	",0,0,1,0,1
"地點便利、景色視野絕佳，可以直接遠眺大鵬灣橋，加上親切友善的民宿主人，真的很讚!	",0,0,1,0,1
"優質民宿，老闆親切，民宿設計的每個細節都用心，廁所超級無敵大	",0,1,0,0,1
"位置適當的好飯店，CP值超高，雖然沒有早餐，但房間大小與工作人員都很不錯！！	",1,0,1,0,1
"超CP值的好旅館超推薦乾淨便宜o地點好近審計新村?美術館∼	",1,0,1,1,0
"在住宅區周圍晚上滿安靜的，櫃檯態度很好，除了冷氣聲音稍大一切都會不錯。	",0,1,0,0,1
"老闆們親切，這裡就像家的感覺，環境乾淨整齊，設備完善推薦可以來住宿?	",0,1,0,1,1
"阿公阿嬤很熱情，適合只需要住宿的人，雖然水小了一些，但是在文化夜市旁邊，非常方便	",0,1,1,0,1
"價格便宜，住宿品質一般，老闆會在一樓大廳吸菸	",1,1,0,0,1
"除了一早空調傳來陣陣煙味、冷氣太冷無法調溫度外，我覺得住在這裡大體上是舒適的。	",0,1,0,1,0
"我很滿意，很好的服務人員。尼斯和新房間	",0,1,0,0,1
"今天我個資是留給悅來，你其他名字的飯店憑甚麼可以打給我。	",0,0,0,0,1
"整體很乾淨，停車也方便，房間外觀也很特殊，但是在室內走動會很有感覺。	",0,1,0,1,0
"小木屋附近都是生態保育∼可以帶著小孩認識大自然！	",0,0,1,0,0
"躺下就能看見天空，車子直接停小屋正對面草皮… 真的很喜歡	",0,1,1,0,0
服務非常好? 房間整潔乾淨? 很有氣氛?超棒的???,0,1,0,1,1
"已經來住3次. 老闆/老闆娘 很客氣，也把房子維持的很好 . 房間乾淨.	",0,0,0,1,1
"服務非常好，環境舒適，提供設施也不少，整理的也很乾淨	",0,1,0,1,1
"住起來舒適 早餐也很棒	",0,1,0,0,1
"是個欣賞日落、觀賞雲海的民宿、房間簡單乾淨、附有陽台欣賞美<口景、老闆親切隨和。	",0,1,1,1,1
"風景無敵∼老闆非常親切∼餐點美味∼觀雲海.賞螢火蟲跟放鬆的好地方！！！	",0,0,1,0,1
"吃了晚餐和早餐，菜色豐富口味宜人。	",0,0,0,0,1
"離捷運相當近，附近又有華山藝文中心，房間也整修過，乾淨整潔，有機會會再入住	",0,0,1,1,0
"包三餐，吃遍台灣小吃與越南，西式餐點，還有台灣盛名的水果，和飲料。	",0,0,0,0,1
"交通方便離捷運站超近，且飯店房間乾淨衛生，價格平易近人，超優的值得推薦。	",1,0,1,1,0
"很棒的放鬆的好地方 早餐有中西式料理， 有多樣的 中式菜餚， 水果樣式比較少。	",0,0,0,0,1
"很不錯的民宿，房間內也有泡湯池，早餐豐富還能欣賞戶外田野風光。	",0,1,1,0,0
"空間大，停車方便，飯店有溫泉泡腳池、餵魚池，房型偏舊型，乾淨	",0,1,0,1,0
房間乾淨明亮，浴室還有暖氣?? 小孩開心，大人放鬆,0,1,0,1,0
"墾丁、恆春住宿唯一指定綠蝸牛	",0,0,0,0,0
"老闆 美麗大方 待人又親切 很值得 一住 ！	",0,0,0,0,1
"泳池 溫泉 民宿 露營區 烤肉區 各項設施完善 享受悠閒假期的好地方	",0,1,0,0,0
"老闆老闆娘很親切，房間乾淨舒適，游泳池乾淨，小孩、大人都開心，下次會再安排來渡假	",0,0,0,1,1
"看的到主人的用心，住宿方面值得，今天天氣冷 ，�堶掖]備也捨得加溫，房價間也能泡澡	",0,1,0,0,1
"飯店氣氛很好，房間會點精油，床很柔軟舒服好睡，浴室很棒有電視	",0,1,0,0,0
"5.早餐中西式都有，有包子、吐司、稀飯、沙拉、小菜，種類不算多，但也夠吃了！	",0,0,0,0,1
